1.187403122,0.075603198,0.097485845,1.695589624,0.77043215,0.012675173
1.073149874,1.605240268,0.953976804,0.567489841,0.152890397,0.132090307
1.772865814,0.401981943,0.533647752,1.952573054,1.969880439,0.347700518
0.019312601,0.655778235,1.91544589,1.936744603,0.808644809,0.334665906
1.136390067,1.701532474,1.998873312,0.520446183,0.967367033,1.42405896
1.9882519,1.927927256,1.543319102,0.707506737,0.141730303,1.236228216
1.185737498,1.432009799,1.120615418,0.510187568,1.436564601,1.40761226
1.757123797,0.257006129,0.999434142,0.587786265,0.258440749,1.20511431
1.143483243,0.246797306,1.363065347,1.048256094,0.674554818,0.745944269
0.661006401,0.859724741,1.834785309,0.739932785,0.255480607,1.992278896
1.540763473,1.920422743,1.340479807,0.474056676,1.270660416,1.475029354
1.329871405,0.701877201,0.850616681,1.479921609,1.004458948,1.087345687
1.60331036,0.044435906,1.374572578,0.476040683,0.407575087,1.047099407
1.184549249,1.812147105,0.367883058,1.216730294,1.302520998,1.819136242
1.527946942,0.249490341,1.084368503,1.74671597,0.444091408,1.368373169
1.311627331,1.779909665,0.938315141,0.642809464,0.793222401,1.468409482
0.531594894,1.861419099,0.404604537,0.178049913,1.459342348,1.295138966
1.159821148,0.155984547,1.033749357,1.892755274,1.555681348,1.900280455
0.611200111,1.488458895,0.108417977,1.347348197,0.267652886,1.854393958
0.960424145,1.43472236,1.371353356,0.821959071,1.351076063,1.24840957
0.365264319,0.680514402,0.236701449,1.566589639,0.040995251,1.523335167
1.092949923,1.55581456,1.711009719,0.773150122,1.050010946,1.530515501
1.231346739,1.871967115,0.580554187,1.204880862,1.896138759,1.382409512
0.432033326,1.039473161,0.571388272,1.004705952,1.185483111,0.088258438
1.295894551,0.225642497,1.201433398,0.959592264,0.785223479,0.558389514
0.81598247,0.606411631,1.663732765,0.099696797,1.476835693,0.924889372
0.179348041,1.62317501,1.947255845,0.617873926,0.573435845,0.802524382
0.618011152,0.674189631,0.380328382,0.342245402,0.657303354,0.856262674
0.645899802,1.950833723,0.104908678,1.294495339,0.585187108,0.639200244
0.843053144,1.453109827,1.662803792,0.360510975,1.65295799,1.771718913
1.59649522,1.463452274,1.447548627,1.665396933,1.234685612,1.804969137
1.66755064,1.101478071,1.179021576,1.461284091,1.906841038,1.307402513
1.218332727,0.267825475,0.667002162,0.558582681,0.338654506,1.923792258
0.085388219,0.271066361,1.87774658,1.399237869,0.44830634,0.123202558
0.943166431,0.198304224,1.868882663,0.167142868,0.085815992,0.277586994
1.367978001,1.196597433,0.598820553,0.848735849,0.685270446,1.782915062
1.750507818,0.849785373,1.353288121,0.237793088,1.22415782,0.562031582
0.370191286,1.355207286,0.998152317,1.380843023,0.486285256,0.019182773
0.449508155,1.930621745,1.264212245,1.892459259,1.130943703,1.005166701
1.50788313,1.790091012,1.413506038,0.271250852,1.359650838,0.573352287
1.360182747,1.390139918,0.936914805,0.2612908,0.790856203,0.43247017
0.684876557,1.168911298,1.696768411,1.664353869,1.893728554,1.759111455
1.328324202,0.885322407,1.659304215,0.753662008,1.05666895,0.00278165
