"photoID";"userID";"dateTaken";"poiID";"poiTheme";"poiFreq";"seqID"
6656416589;"10297518@N00";1277719324;20;"Entertainment";514;1
6656418463;"10297518@N00";1277719344;20;"Entertainment";514;1
6656420371;"10297518@N00";1277719541;20;"Entertainment";514;1
6656421479;"10297518@N00";1277719558;20;"Entertainment";514;1
6656422763;"10297518@N00";1277719573;20;"Entertainment";514;1
6656425271;"10297518@N00";1277720832;20;"Entertainment";514;1
10457209566;"10307040@N08";1382607761;21;"Entertainment";297;2
10457230705;"10307040@N08";1382607774;21;"Entertainment";297;2
10457212254;"10307040@N08";1382607812;8;"Park";1307;2
10457234086;"10307040@N08";1382607879;22;"Entertainment";413;2
10457424463;"10307040@N08";1382607895;22;"Entertainment";413;2
10457557503;"10307040@N08";1382608546;22;"Entertainment";413;2
10457393115;"10307040@N08";1382608558;22;"Entertainment";413;2
10457373574;"10307040@N08";1382608575;22;"Entertainment";413;2
10457379946;"10307040@N08";1382608588;22;"Entertainment";413;2
10457568033;"10307040@N08";1382608599;22;"Entertainment";413;2
10457571273;"10307040@N08";1382608616;22;"Entertainment";413;2
10457388106;"10307040@N08";1382608628;22;"Entertainment";413;2
10457387674;"10307040@N08";1382608644;6;"Amusement";660;2
8655431797;"10340578@N06";1364286248;21;"Entertainment";297;3
8655431519;"10340578@N06";1364286255;21;"Entertainment";297;3
8655431217;"10340578@N06";1364286277;21;"Entertainment";297;3
8655430899;"10340578@N06";1364286281;21;"Entertainment";297;3
8656533992;"10340578@N06";1364286772;21;"Entertainment";297;3
8655429225;"10340578@N06";1364286822;21;"Entertainment";297;3
8655429017;"10340578@N06";1364287076;21;"Entertainment";297;3
8655428709;"10340578@N06";1364287231;21;"Entertainment";297;3
8655428413;"10340578@N06";1364289081;22;"Entertainment";413;3
8656532618;"10340578@N06";1364289091;22;"Entertainment";413;3
8656532274;"10340578@N06";1364289118;3;"Amusement";599;3
8656444951;"10340578@N06";1364431716;2;"Amusement";253;4
8657550102;"10340578@N06";1364431741;2;"Amusement";253;4
8656444509;"10340578@N06";1364431829;2;"Amusement";253;4
8657549720;"10340578@N06";1364431838;2;"Amusement";253;4
8656444107;"10340578@N06";1364431923;2;"Amusement";253;4
8657549354;"10340578@N06";1364431934;2;"Amusement";253;4
8657549120;"10340578@N06";1364432096;1;"Amusement";886;4
8656443027;"10340578@N06";1364447207;8;"Park";1307;4
8657548132;"10340578@N06";1364447277;8;"Park";1307;4
